States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
Mississippi,Rankin County,"149,645","1,896","2,041","53,797","58,182","14,647","15,198",93,80,809,906,18,19,"1,959"
Mississippi,Scott County,"28,399","1,531","1,540","6,845","7,313","5,286","5,636",61,69,35,36,0,0,47
Mississippi,Sharkey County,"4,631",12,15,590,653,"1,559","1,769",1,2,9,10,0,0,11
Mississippi,Simpson County,"27,215",65,70,"8,149","8,607","4,829","5,115",2,2,30,29,0,0,317
Mississippi,Smith County,"16,114",131,133,"5,807","6,173","1,868","1,938",0,0,2,3,0,0,59
Mississippi,Stone County,"17,981",181,159,"6,924","6,891","1,800","1,651",37,38,0,0,0,0,300
Mississippi,Sunflower County,"26,915",202,229,"3,470","3,028","10,358","9,456",9,11,17,17,0,0,118
Mississippi,Tallahatchie County,"14,552","1,671",503,"2,734","2,411","3,819","3,033",35,17,165,53,14,7,90
Mississippi,Tate County,"28,333",350,363,"9,003","9,352","4,163","4,345",13,14,38,35,13,13,631
Mississippi,Tippah County,"21,993",508,515,"8,325","8,681","1,772","1,865",0,0,48,51,6,7,215
Mississippi,Tishomingo County,"19,476",280,295,"8,786","9,404",230,257,24,23,9,9,0,0,159
Mississippi,Tunica County,"10,276",36,39,944,"1,058","3,773","4,293",0,0,46,44,0,0,43
Mississippi,Union County,"28,202",603,592,"10,758","11,413","2,037","2,129",0,0,125,135,23,21,366
Mississippi,Walthall County,"14,670",40,48,"3,796","3,941","3,285","3,418",0,0,32,38,0,0,72
Mississippi,Warren County,"47,510",132,141,"11,174","11,475","10,937","12,894",16,20,111,109,0,0,501
Mississippi,Washington County,"48,002",342,348,"5,878","6,363","15,990","18,414",23,27,141,163,0,0,313
Mississippi,Wayne County,"20,458",61,67,"5,870","5,958","3,978","4,308",29,32,7,8,0,0,140
Mississippi,Webster County,"9,868",71,76,"3,767","3,927",926,962,8,9,6,7,0,0,109
Mississippi,Wilkinson County,"9,084",13,11,"1,339","1,193","3,434","3,017",0,0,2,2,0,0,73
Mississippi,Winston County,"18,482",99,107,"4,555","4,741","4,196","4,485",113,112,3,4,0,0,67
Mississippi,Yalobusha County,"12,426",94,92,"3,550","3,694","2,422","2,505",12,12,11,10,0,0,24
Mississippi,Yazoo County,"27,496",953,589,"5,377","4,472","8,176","7,322",33,20,68,34,0,0,452
Missouri,Adair County,"25,437",282,307,"10,903","12,122",276,335,22,27,265,322,15,15,546
Missouri,Andrew County,"17,358",196,196,"8,178","8,300",114,111,11,10,10,10,0,0,222
Missouri,Atchison County,"5,335",33,33,"2,553","2,602",10,9,8,10,16,16,0,0,45
Missouri,Audrain County,"25,763",369,378,"10,267","12,154",649,914,25,27,20,32,4,8,916
Missouri,Barry County,"35,398","1,610","1,558","15,360","15,248",54,55,105,106,266,266,0,0,770
Missouri,Barton County,"11,942",153,147,"5,480","5,583",14,14,118,109,33,38,2,2,249
Missouri,Bates County,"16,405",165,176,"7,576","7,929",96,107,33,37,16,17,3,4,246
Missouri,Benton County,"18,918",169,182,"8,871","9,155",32,34,36,35,12,13,1,1,377
Missouri,Bollinger County,"12,347",72,74,"5,973","5,945",25,27,37,41,24,27,0,0,102
Missouri,Boone County,"174,589","2,766","2,940","67,432","71,293","7,210","7,605",107,106,"3,538","3,839",84,89,"7,580"
Missouri,Buchanan County,"89,425","2,900","2,779","37,508","37,377","2,427","2,381",78,75,427,453,89,109,"2,822"
Missouri,Butler County,"42,826",402,453,"18,449","19,657","1,116","1,188",96,101,128,147,5,5,"1,079"
Missouri,Caldwell County,"9,046",95,93,"4,334","4,242",20,21,20,21,17,17,0,0,166
Missouri,Callaway County,"44,793",444,434,"20,508","19,885","1,030",900,96,96,176,152,2,2,"1,068"
Missouri,Camden County,"44,855",606,590,"21,074","21,289",151,167,126,121,132,140,0,0,459
Missouri,Cape Girardeau County,"78,013",847,926,"32,704","34,711","3,010","3,126",48,46,515,567,5,4,"1,504"
Missouri,Carroll County,"8,909",64,67,"4,098","4,352",36,39,0,0,11,12,0,0,230
Missouri,Carter County,"6,255",66,73,"2,818","3,097",0,0,24,28,0,0,0,0,149
Missouri,Cass County,"101,888","2,130","2,165","44,306","45,884","1,821","1,954",213,225,386,428,9,10,"2,357"
Missouri,Cedar County,"13,862",144,133,"6,535","6,629",3,3,0,0,15,14,12,13,361
Missouri,Chariton County,"7,586",31,32,"3,591","3,636",80,84,3,3,3,3,0,0,120
Missouri,Christian County,"83,028","1,124","1,178","37,703","40,051",224,239,116,126,177,188,20,23,"1,859"
Missouri,Clark County,"6,807",18,16,"3,368","3,245",9,8,8,7,4,3,0,0,121
Missouri,Clay County,"236,068","7,646","7,918","94,945","98,778","6,432","6,748",344,373,"2,609","2,633",223,232,"7,187"
Missouri,Clinton County,"20,495",205,201,"9,654","9,592",204,201,37,36,29,27,4,4,301
Missouri,Cole County,"76,749","1,030","1,079","31,565","30,971","4,601","4,264",106,93,518,544,27,14,"1,937"
Missouri,Cooper County,"17,620",183,126,"8,038","7,494",701,431,29,24,31,26,8,3,526
Missouri,Crawford County,"24,387",222,235,"11,490","11,797",28,30,0,0,9,10,0,0,566
Missouri,Dade County,"7,581",76,72,"3,643","3,479",15,15,26,24,3,2,2,2,222
Missouri,Dallas County,"16,441",157,162,"7,700","7,895",2,2,55,56,13,13,0,0,386
Missouri,Daviess County,"8,300",61,60,"4,003","3,981",31,28,29,29,6,7,0,0,65
Missouri,DeKalb County,"12,564",188,90,"6,654","3,927",847,386,57,27,17,10,5,2,354
Missouri,Dent County,"15,566",122,120,"7,366","7,383",34,34,65,66,28,28,0,0,320
Missouri,Douglas County,"13,391",90,89,"6,570","6,554",5,5,7,7,5,5,0,0,54
Missouri,Dunklin County,"30,905",927,"1,031","12,089","12,951","1,405","1,593",48,52,58,61,0,0,690
Missouri,Franklin County,"102,413",839,845,"48,634","48,927",412,422,93,95,290,301,6,6,"1,543"
Missouri,Gasconade County,"14,769",92,94,"7,091","7,118",39,39,28,28,11,11,0,0,218
Missouri,Gentry County,"6,688",8,9,"3,111","3,334",28,32,21,25,13,15,1,1,90
Missouri,Greene County,"286,759","4,848","5,150","123,193","129,575","4,532","4,682",605,624,"2,564","2,803",92,90,"8,001"
Missouri,Grundy County,"10,111",101,106,"4,669","4,898",16,16,49,50,10,11,5,5,175
Missouri,Harrison County,"8,615",89,89,"4,087","4,139",32,32,8,8,1,1,0,0,129
Missouri,Henry County,"21,834",244,239,"10,132","10,382",150,163,73,72,13,14,0,0,352
Missouri,Hickory County,"9,352",67,70,"4,333","4,578",2,2,75,87,0,0,2,2,134
Missouri,Holt County,"4,499",7,7,"2,157","2,177",5,5,34,35,8,8,0,0,56
Missouri,Howard County,"10,144",72,74,"4,597","4,607",259,253,23,23,7,7,7,7,208
Missouri,Howell County,"40,139",399,413,"18,565","19,351",64,69,55,59,86,93,0,0,985
Missouri,Iron County,"10,286",87,89,"4,829","4,885",79,78,29,31,1,1,2,2,173
Missouri,Jackson County,"688,554","29,435","31,227","209,050","221,166","76,543","84,497","1,134","1,189","6,048","6,144",797,898,"20,426"
Missouri,Jasper County,"118,522","4,453","4,644","48,816","51,519","1,197","1,230",787,829,623,700,60,56,"3,608"
Missouri,Jefferson County,"222,639","2,041","2,035","104,834","105,894","1,084","1,105",249,248,830,846,16,16,"3,441"
Missouri,Johnson County,"53,941","1,177","1,011","23,927","22,540","1,282","1,145",167,152,388,357,88,83,"1,624"
Missouri,Knox County,"3,976",19,18,"1,938","1,895",8,7,0,0,2,2,7,7,73
Missouri,Laclede County,"35,488",394,410,"16,486","16,800",90,91,77,81,59,62,0,0,938
Missouri,Lafayette County,"32,655",445,432,"14,838","15,269",332,326,35,36,73,81,8,8,772
Missouri,Lawrence County,"38,131","1,377","1,344","17,092","17,108",109,106,98,101,103,97,0,0,596
Missouri,Lewis County,"10,078",94,82,"4,718","4,629",140,153,29,31,8,8,5,5,176
Missouri,Lincoln County,"54,800",625,659,"25,557","25,587",504,507,70,66,105,109,29,27,955
Missouri,Linn County,"12,248",120,129,"5,612","6,025",20,22,10,11,14,14,3,4,264
Missouri,Livingston County,"15,025",114,134,"6,325","7,637",173,239,44,46,32,35,9,13,224
Missouri,Macon County,"15,319",96,94,"7,156","7,233",160,182,20,19,29,33,0,0,297
Missouri,Madison County,"12,226",135,150,"5,706","5,896",55,59,15,14,23,27,0,0,146
Missouri,Maries County,"8,959",111,109,"4,305","4,275",15,15,43,40,8,8,0,0,30
Missouri,Marion County,"28,703",217,241,"12,487","13,392",666,728,21,25,100,107,14,17,688
Missouri,McDonald County,"22,753","1,382","1,249","9,058","8,776",220,194,267,252,155,155,183,171,691
Missouri,Mercer County,"3,669",31,31,"1,758","1,757",6,6,0,0,11,11,2,2,54
Missouri,Miller County,"24,947",221,224,"11,681","12,023",46,48,147,156,56,61,0,0,284
Missouri,Mississippi County,"13,916",137,136,"5,334","4,647","1,813","1,499",73,43,4,4,5,2,219
Missouri,Moniteau County,"15,904",363,365,"7,474","6,779",317,227,57,57,1,1,0,0,263
Missouri,Monroe County,"8,676",67,64,"4,093","4,001",152,145,6,6,9,9,11,10,103
Missouri,Montgomery County,"11,618",102,103,"5,475","5,488",81,83,5,5,9,7,11,14,235
Missouri,Morgan County,"20,097",210,216,"9,471","9,502",83,84,53,50,8,7,0,0,413
Missouri,New Madrid County,"18,030",155,155,"6,976","7,452","1,351","1,528",37,41,4,4,0,0,327
Missouri,Newton County,"58,237","1,486","1,499","25,032","25,328",254,266,662,657,372,381,262,283,"1,755"
Missouri,Nodaway County,"22,744",182,182,"10,486","10,612",287,298,30,30,189,196,31,31,190
Missouri,Oregon County,"10,779",84,89,"4,960","5,201",9,9,54,55,44,46,0,0,228
Missouri,Osage County,"13,610",53,47,"6,924","6,343",45,41,33,30,2,2,0,0,90
Missouri,Ozark County,"9,328",77,78,"4,463","4,459",2,2,6,6,12,13,0,0,210
Missouri,Pemiscot County,"17,344",195,220,"5,683","6,258","2,165","2,466",7,9,0,0,1,1,339
Missouri,Perry County,"19,135",199,198,"9,006","9,284",27,30,47,45,65,65,0,0,169
Missouri,Pettis County,"42,309","1,773","1,836","17,698","18,377",601,592,28,28,109,115,16,17,"1,119"
Missouri,Phelps County,"44,873",576,500,"20,882","19,077",628,488,191,184,958,680,0,0,709
Missouri,Pike County,"18,517",213,192,"8,967","7,387",650,444,54,31,58,43,8,3,467
Missouri,Platte County,"96,899","2,726","2,860","39,156","40,264","3,095","3,229",121,122,"1,291","1,357",15,13,"2,650"
Missouri,Polk County,"31,347",351,371,"14,327","15,108",94,100,153,160,7,8,9,10,649
Missouri,Pulaski County,"53,132","3,517","2,245","20,666","16,300","3,781","2,451",227,162,792,544,63,43,"2,341"
Missouri,Putnam County,"4,846",22,28,"2,347","2,322",9,10,4,3,6,6,0,0,89
Missouri,Ralls County,"10,208",61,60,"4,952","4,822",63,64,24,24,23,23,0,0,92
Missouri,Randolph County,"24,987",246,238,"11,627","10,602",755,662,56,59,83,61,6,7,585
Missouri,Ray County,"22,859",264,267,"10,662","10,807",170,175,53,53,19,18,0,0,371
Missouri,Reynolds County,"6,361",44,41,"3,061","2,941",58,55,21,20,3,3,7,6,101
Missouri,Ripley County,"13,807",87,87,"6,579","6,579",14,16,26,23,2,2,27,26,339
Missouri,Saline County,"23,010","1,060","1,164","9,281","9,365",518,558,30,26,89,98,99,114,608
Missouri,Schuyler County,"4,450",15,15,"2,142","2,185",18,17,0,0,0,0,0,0,58
Missouri,Scotland County,"4,883",6,8,"2,321","2,439",41,41,0,0,0,0,0,0,27
Missouri,Scott County,"38,858",404,419,"15,861","16,621","2,038","2,387",82,97,70,79,0,0,800
Missouri,Shannon County,"8,273",70,75,"3,815","3,980",3,3,59,59,0,0,0,0,209
Missouri,Shelby County,"6,084",49,50,"2,926","2,904",59,58,0,0,1,1,0,0,36
Missouri,St. Charles County,"385,115","5,940","6,141","166,174","171,567","7,969","8,319",254,268,"4,359","4,595",41,46,"9,442"
Missouri,St. Clair County,"9,396",49,48,"4,480","4,397",41,39,32,33,7,7,0,0,263
Missouri,St. Francois County,"66,248",542,443,"32,630","28,321","1,799","1,071",87,70,196,156,0,0,933
Missouri,St. Louis County,"999,539","13,223","14,394","320,927","347,552","107,871","128,438",700,781,"18,960","20,417",88,95,"26,093"
Missouri,St. Louis city,"314,867","6,001","6,197","66,844","68,210","70,339","79,009",338,341,"4,835","4,798",74,79,"7,802"
Missouri,Ste. Genevieve County,"17,882",98,96,"8,560","8,553",215,236,0,0,6,6,0,0,112
Missouri,Stoddard County,"29,634",231,252,"13,775","14,561",225,220,14,14,7,7,0,0,328
Missouri,Stone County,"31,529",322,334,"14,665","15,312",23,25,170,177,12,12,14,15,448
Missouri,Sullivan County,"6,382",577,599,"2,478","2,463",56,58,12,11,13,13,1,1,100
Missouri,Taney County,"54,308","1,450","1,561","23,570","24,952",261,288,211,224,221,238,13,15,"1,304"
Missouri,Texas County,"25,714",266,253,"12,074","11,377",285,226,276,275,22,20,0,0,640
Missouri,Vernon County,"20,665",210,210,"9,468","9,981",101,115,58,56,60,65,0,0,341
Missouri,Warren County,"33,554",540,531,"15,420","15,449",389,380,84,84,69,69,32,34,473
Missouri,Washington County,"24,968",161,155,"12,122","11,453",320,273,33,27,2,2,4,3,413
Missouri,Wayne County,"13,369",101,111,"6,284","6,450",38,40,25,27,7,9,0,0,277
Missouri,Webster County,"37,558",360,360,"18,116","17,377",235,207,56,51,56,57,31,32,620
Missouri,Worth County,"2,053",11,12,966,"1,019",2,3,0,1,2,3,0,0,34
Missouri,Wright County,"18,304",152,159,"8,590","8,854",53,52,13,13,45,48,0,0,325
Montana,Beaverhead County,"9,360",193,191,"4,287","4,258",1,1,92,94,26,27,1,1,188
Montana,Big Horn County,"13,290",369,371,"1,860","1,812",6,6,"4,209","4,417",7,7,1,1,224
Montana,Blaine County,"6,646",80,81,"1,543","1,521",6,7,"1,612","1,645",0,0,5,5,141
Montana,Broadwater County,"5,755",73,79,"2,733","2,694",1,2,41,40,0,0,0,0,92
Montana,Carbon County,"10,466",121,123,"4,987","4,912",11,11,41,39,13,13,0,0,195
Montana,Carter County,"1,320",1,1,644,644,0,0,2,2,0,0,0,0,26
Montana,Cascade County,"81,816","1,783","1,649","35,329","34,847",541,471,"1,725","1,724",334,337,33,30,"3,013"
Montana,Chouteau County,"5,812",65,64,"2,191","2,254",1,1,563,545,11,12,1,1,103
Montana,Custer County,"11,895",184,186,"5,465","5,522",31,28,74,78,18,19,0,0,290
Montana,Daniels County,"1,788",25,24,894,832,0,0,5,5,0,0,0,0,3
Montana,Dawson County,"9,324",140,138,"4,512","4,119",22,23,101,97,20,16,0,0,136
Montana,Deer Lodge County,"9,131",164,134,"4,325","3,935",17,17,68,53,23,25,0,0,370
Montana,Fallon County,"2,925",27,25,"1,431","1,312",21,19,7,6,15,13,0,0,49
Montana,Fergus County,"11,327",126,127,"5,382","5,305",10,9,58,57,46,49,39,43,76
Montana,Flathead County,"96,147","1,233","1,273","44,700","44,858",122,117,613,608,210,212,16,17,"2,168"
Montana,Gallatin County,"100,733","1,704","1,609","48,016","44,975",164,132,430,393,689,601,12,10,"1,998"
Montana,Garfield County,"1,086",1,1,558,524,0,0,0,0,0,0,0,0,2
Montana,Glacier County,"13,677",198,186,"2,135","2,106",18,17,"4,411","4,355",19,20,9,9,194
Montana,Golden Valley County,747,32,32,319,320,0,0,0,0,0,0,0,0,44
Montana,Granite County,"3,206",35,34,"1,534","1,498",1,1,6,6,1,1,0,0,89
Montana,Hill County,"16,468",289,276,"5,875","5,681",21,20,"1,858","1,882",33,32,0,0,501
Montana,Jefferson County,"11,625",135,130,"5,539","5,268",4,3,83,81,9,8,0,0,365
Montana,Judith Basin County,"1,965",24,21,"1,000",877,0,0,14,12,0,0,0,0,17
Montana,Lake County,"29,518",619,626,"9,549","9,771",30,31,"3,446","3,525",45,48,17,19,"1,792"
Montana,Lewis and Clark County,"66,290","1,000","1,022","30,183","30,614",94,104,597,605,198,204,19,21,"1,629"
Montana,Liberty County,"2,245",10,9,"1,127","1,085",0,0,0,0,0,0,0,0,14
Montana,Lincoln County,"19,249",259,256,"8,979","8,963",7,7,97,95,36,34,1,1,514
Montana,Madison County,"7,902",135,127,"3,816","3,591",9,9,18,16,3,3,0,0,175
Montana,McCone County,"1,728",29,25,819,714,0,0,63,55,4,4,0,0,15
Montana,Meagher County,"2,000",39,42,908,961,0,0,11,12,0,0,0,0,27
Montana,Mineral County,"4,194",26,25,"2,047","2,000",3,3,5,5,14,15,0,0,51
Montana,Missoula County,"114,231","1,760","1,749","51,742","50,862",205,190,"1,452","1,421",792,804,8,8,"3,238"
Montana,Musselshell County,"4,766",56,58,"2,201","2,227",17,18,14,15,33,34,0,0,93
Montana,Park County,"16,001",216,216,"7,506","7,513",22,24,45,45,8,8,6,6,386
Montana,Petroleum County,453,0,0,231,214,0,0,0,0,3,3,0,0,2
Montana,Phillips County,"4,139",48,46,"1,777","1,732",0,0,230,224,8,8,0,0,66
Montana,Pondera County,"6,081",57,58,"2,442","2,507",11,12,432,437,9,10,0,0,106
Montana,Powder River County,"1,610",19,20,723,777,0,0,11,12,0,0,0,0,48
Montana,Powell County,"6,852",87,53,"3,814","2,353",28,15,179,107,44,26,0,0,146
Montana,Prairie County,"1,325",8,8,671,634,0,0,0,0,0,0,0,0,4
Montana,Ravalli County,"41,387",699,675,"19,161","19,391",15,17,118,122,120,119,0,0,950
Montana,Richland County,"11,405",302,291,"5,176","5,016",0,0,207,198,28,26,0,0,161
Montana,Roosevelt County,"11,218",182,181,"2,015","1,986",11,11,"2,994","3,140",21,23,0,0,654
Montana,Rosebud County,"9,292",221,217,"2,637","2,587",3,3,"1,669","1,709",42,41,0,0,163
Montana,Sanders County,"11,414",157,147,"5,265","5,040",8,7,214,193,31,29,1,0,322
Montana,Sheridan County,"3,568",45,44,"1,627","1,613",2,2,23,22,15,15,0,0,160
Montana,Silver Bow County,"34,514",730,705,"15,782","15,612",93,90,344,351,140,138,0,0,529
Montana,Stillwater County,"9,342",157,168,"4,350","4,369",8,9,47,48,9,11,0,0,166
Montana,Sweet Grass County,"3,646",28,30,"1,655","1,768",1,1,0,0,17,18,0,0,128
Montana,Teton County,"6,040",43,44,"2,793","2,893",7,7,34,35,4,5,0,0,175
Montana,Toole County,"5,031",97,74,"2,477","1,949",4,0,189,63,17,16,0,0,145
Montana,Treasure County,790,9,9,356,390,0,0,0,0,5,6,0,0,15
Montana,Valley County,"7,561",88,94,"3,189","3,226",3,3,341,330,13,12,8,7,247
Montana,Wheatland County,"2,108",30,28,"1,023",966,0,0,14,13,0,0,0,0,34
Montana,Wibaux County,"1,121",20,20,538,539,0,0,1,1,0,0,0,0,2
Montana,Yellowstone County,"156,332","4,132","4,201","66,744","69,184",440,442,"3,103","3,118",443,471,69,75,"3,910"
Nebraska,Adams County,"31,564","1,509","1,457","13,891","13,541",90,97,15,16,209,208,7,7,517
Nebraska,Antelope County,"6,406",104,98,"3,060","3,045",7,8,10,9,9,10,0,0,46
Nebraska,Arthur County,421,0,0,199,211,0,0,0,0,0,0,0,0,11
Nebraska,Banner County,728,27,29,318,332,1,1,0,0,0,0,0,0,20
Nebraska,Blaine County,502,0,0,250,241,0,0,0,0,1,1,3,3,3
Nebraska,Boone County,"5,357",52,51,"2,601","2,578",13,12,0,0,3,3,3,3,38
Nebraska,Box Butte County,"11,200",686,667,"4,651","4,559",33,30,172,141,14,13,17,14,203
Nebraska,Boyd County,"2,049",7,7,986,960,5,5,15,15,9,9,0,0,31
Nebraska,Brown County,"3,058",17,19,"1,416","1,534",0,0,2,3,5,6,0,0,56
Nebraska,Buffalo County,"48,834","2,119","2,101","21,287","21,378",258,274,32,28,297,315,0,0,745
Nebraska,Burt County,"6,546",87,89,"3,021","3,100",19,19,57,57,12,13,0,0,72
Nebraska,Butler County,"8,105",121,123,"3,882","3,819",22,20,5,4,14,13,0,0,82
Nebraska,Cass County,"25,513",396,386,"12,046","11,945",40,38,20,18,41,42,36,36,469
Nebraska,Cedar County,"8,561",73,70,"4,217","4,084",0,0,35,34,2,2,0,0,44
Nebraska,Chase County,"3,803",198,200,"1,681","1,698",1,1,0,0,0,0,0,0,24
Nebraska,Cherry County,"5,792",90,92,"2,539","2,588",0,0,117,116,6,6,4,4,230
Nebraska,Cheyenne County,"10,012",321,340,"4,403","4,595",18,19,16,15,40,41,0,0,204
Nebraska,Clay County,"6,264",283,268,"2,864","2,724",13,12,7,7,10,10,0,0,66
Nebraska,Colfax County,"10,616","2,551","2,199","2,740","2,682",155,134,1,1,31,26,5,6,85
Nebraska,Cuming County,"9,039",448,441,"4,032","3,963",3,3,16,17,6,6,9,9,86
Nebraska,Custer County,"10,836",154,156,"5,088","5,202",39,42,1,2,40,44,0,0,68
Nebraska,Dakota County,"20,529","3,844","4,042","5,046","5,172",431,452,226,239,293,318,0,0,466
Nebraska,Dawes County,"8,972",216,214,"3,828","3,818",43,42,123,121,43,42,99,98,285
Nebraska,Dawson County,"23,925","4,129","3,795","7,254","7,108",703,646,49,44,2,2,5,6,182
Nebraska,Deuel County,"1,901",71,76,818,882,0,0,9,9,2,2,0,0,32
Nebraska,Dixon County,"5,765",355,368,"2,493","2,436",9,9,12,13,1,1,3,3,62
Nebraska,Dodge County,"36,576","2,096","2,198","15,278","15,771",131,131,49,54,106,118,29,27,588
Nebraska,Douglas County,"549,706","33,872","33,210","189,978","195,852","29,009","31,038",856,864,"9,123","9,534",116,135,"16,119"
Nebraska,Dundy County,"2,017",146,147,851,859,1,1,0,0,0,0,0,0,12
Nebraska,Fillmore County,"5,603",108,107,"2,630","2,634",16,17,9,9,4,4,0,0,65
Nebraska,Franklin County,"3,019",31,29,"1,454","1,447",6,6,0,0,3,3,0,0,40
Nebraska,Frontier County,"2,624",18,18,"1,276","1,253",0,0,7,7,1,1,0,0,43
Nebraska,Furnas County,"4,814",87,90,"2,219","2,315",7,7,0,0,2,2,0,0,85
Nebraska,Gage County,"21,632",242,243,"10,271","10,261",63,67,42,46,63,70,19,22,223
Nebraska,Garden County,"1,913",37,37,904,897,1,1,1,1,8,8,0,0,18
Nebraska,Garfield County,"1,958",20,20,937,954,1,1,0,0,2,2,0,0,21
Nebraska,Gosper County,"2,019",19,20,950,991,0,0,0,0,5,6,0,0,28
Nebraska,Grant County,682,6,6,332,323,3,3,0,0,0,0,0,0,9
Nebraska,Greeley County,"2,436",24,24,"1,157","1,186",7,7,0,0,4,4,0,0,23
Nebraska,Hall County,"61,233","8,382","7,993","20,828","20,804",670,649,97,99,358,345,79,68,861
Nebraska,Hamilton County,"9,149",140,145,"4,347","4,357",32,33,5,5,2,2,0,0,81
Nebraska,Harlan County,"3,469",67,61,"1,705","1,561",16,14,5,4,5,4,0,0,27
Nebraska,Hayes County,957,29,27,463,434,0,0,0,0,0,0,0,0,4
Nebraska,Hitchcock County,"2,860",11,11,"1,407","1,421",1,1,0,0,0,0,0,0,8
Nebraska,Holt County,"10,293",222,213,"4,845","4,830",6,7,39,39,20,23,1,1,47
Nebraska,Hooker County,684,9,10,303,354,2,3,0,0,0,0,0,0,3
Nebraska,Howard County,"6,385",81,80,"3,072","3,033",2,2,0,0,2,2,2,2,107
Nebraska,Jefferson County,"7,276",128,131,"3,300","3,552",0,0,25,23,4,6,0,0,107
Nebraska,Johnson County,"5,200",323,190,"2,457","1,742",221,127,23,13,27,16,0,0,61
Nebraska,Kearney County,"6,547",183,194,"2,997","3,075",4,4,8,8,8,8,0,0,58
Nebraska,Keith County,"8,129",276,271,"3,726","3,626",31,25,13,16,44,42,12,11,36
Nebraska,Keya Paha County,720,4,3,359,344,0,0,0,0,0,0,0,0,10
Nebraska,Kimball County,"3,688",161,162,"1,622","1,629",1,1,1,1,14,14,0,0,82
Nebraska,Knox County,"8,496",107,109,"3,568","3,757",8,9,387,394,11,11,5,5,125
Nebraska,Lancaster County,"306,357","10,548","9,999","125,613","125,816","6,227","5,617",679,624,"6,500","6,353",86,96,"8,199"
Nebraska,Lincoln County,"35,569","1,444","1,482","15,465","15,987",151,163,26,26,94,99,6,6,620
Nebraska,Logan County,919,13,12,442,420,3,3,0,0,0,0,0,0,26
Nebraska,Loup County,537,0,0,258,275,0,0,1,1,0,0,0,0,2
Nebraska,Madison County,"35,062","2,523","2,565","14,083","14,198",229,240,204,225,190,191,0,0,414
Nebraska,McPherson County,432,1,1,213,204,0,0,0,0,0,0,0,0,13
Nebraska,Merrick County,"7,829",161,157,"3,625","3,651",22,24,6,5,3,3,0,0,172
Nebraska,Morrill County,"4,903",378,376,"2,019","2,005",19,19,12,12,2,2,0,0,59
Nebraska,Nance County,"3,569",44,45,"1,709","1,749",1,1,5,5,1,1,1,1,6
Nebraska,Nemaha County,"7,041",89,94,"3,277","3,358",47,50,20,20,24,24,0,0,38
Nebraska,Nuckolls County,"4,318",56,54,"2,066","2,058",6,5,0,0,24,26,0,0,23
Nebraska,Otoe County,"15,875",615,590,"6,947","7,257",12,12,27,32,37,45,0,0,301
Nebraska,Pawnee County,"2,704",23,24,"1,256","1,323",0,0,2,2,0,0,0,0,74
Nebraska,Perkins County,"2,904",56,54,"1,407","1,365",1,1,0,0,0,0,0,0,20
Nebraska,Phelps County,"9,163",251,246,"4,266","4,223",6,5,9,9,7,7,0,0,134
Nebraska,Pierce County,"7,175",58,56,"3,479","3,458",13,12,4,4,13,12,4,3,59
Nebraska,Platte County,"32,875","2,938","2,840","13,316","12,972",70,67,57,53,100,100,1,1,360
Nebraska,Polk County,"5,244",120,129,"2,396","2,475",1,1,8,8,1,1,0,0,104
Nebraska,Red Willow County,"10,870",268,270,"5,126","4,890",63,59,0,0,16,16,0,0,162
Nebraska,Richardson County,"8,045",78,76,"3,730","3,707",6,6,72,70,6,6,0,0,288
Nebraska,Rock County,"1,381",6,6,673,674,2,2,0,0,0,0,0,0,18
Nebraska,Saline County,"14,325","1,756","1,721","5,196","4,931",51,46,28,25,205,201,0,0,165
Nebraska,Sarpy County,"175,188","7,587","7,674","71,703","71,600","3,161","3,204",267,264,"2,140","2,159",74,82,"5,273"
Nebraska,Saunders County,"20,953",218,220,"10,085","9,946",28,31,22,19,29,30,0,0,325
Nebraska,Scotts Bluff County,"36,509","4,094","4,438","12,850","13,652",104,114,200,217,107,107,0,0,626
Nebraska,Seward County,"17,045",212,206,"8,151","8,036",37,37,12,12,50,54,0,0,238
Nebraska,Sheridan County,"5,241",122,123,"2,133","2,160",13,13,225,228,8,8,1,1,206
Nebraska,Sherman County,"3,048",30,30,"1,473","1,485",0,0,0,0,9,9,0,0,12
Nebraska,Sioux County,"1,256",24,23,582,548,2,2,1,1,1,1,0,0,71
Nebraska,Stanton County,"6,020",158,160,"2,779","2,769",37,38,0,0,7,7,0,0,65
Nebraska,Thayer County,"5,133",58,59,"2,432","2,469",6,6,6,6,0,0,0,0,91
Nebraska,Thomas County,643,2,1,335,291,0,0,1,0,0,0,0,0,13
Nebraska,Thurston County,"7,055",181,178,"1,301","1,287",6,6,"1,933","1,994",23,26,0,0,120
Nebraska,Valley County,"4,252",58,59,"2,020","2,048",7,7,4,4,0,0,0,0,45
Nebraska,Washington County,"20,414",272,299,"9,593","9,740",91,94,9,7,30,30,0,0,249
Nebraska,Wayne County,"9,409",252,267,"4,319","4,166",93,103,26,20,21,22,0,0,120
Nebraska,Webster County,"3,597",81,85,"1,635","1,678",4,4,0,0,11,11,1,1,86
Nebraska,Wheeler County,846,3,2,439,397,0,0,0,0,0,0,0,0,5
Nebraska,York County,"13,832",325,348,"6,181","6,386",76,86,16,18,18,17,0,0,361
