States,County,Total Population,Hispanic Men,Hispanic Women,White Men,White Women,Black Men,Black Women,Native Men,Native Women,Asian Men,Asian Women,Pacific Men,Pacific Women,Others
Indiana,Decatur County,"26,480",244,244,"12,447","12,679",82,87,11,11,201,216,0,0,258
Indiana,Delaware County,"115,938","1,244","1,390","48,757","52,166","3,892","4,342",31,34,779,768,17,19,"2,499"
Indiana,Dubois County,"42,379","1,536","1,453","19,303","19,336",116,116,20,17,135,131,0,0,216
Indiana,Elkhart County,"202,924","15,466","15,666","75,531","77,326","5,454","5,557",104,105,"1,008","1,061",35,37,"5,574"
Indiana,Fayette County,"23,426",110,121,"11,091","11,357",277,305,0,0,15,16,0,0,134
Indiana,Floyd County,"76,481","1,142","1,204","32,768","34,703","1,863","2,063",124,139,400,424,0,0,"1,651"
Indiana,Fountain County,"16,620",197,200,"7,901","7,976",29,28,14,14,7,7,0,0,247
Indiana,Franklin County,"22,835",118,131,"11,231","11,227",26,24,0,0,32,30,0,0,16
Indiana,Fulton County,"20,296",490,516,"9,223","9,501",105,105,45,46,29,32,6,6,192
Indiana,Gibson County,"33,596",245,245,"15,879","15,780",335,345,14,14,53,53,0,0,633
Indiana,Grant County,"67,615","1,365","1,433","27,614","30,080","2,273","2,540",53,54,282,291,0,0,"1,630"
Indiana,Greene County,"32,431",199,219,"15,532","15,860",35,33,2,1,57,55,6,6,426
Indiana,Hamilton County,"309,687","5,794","6,009","127,792","133,705","5,435","5,662",211,217,"8,703","9,055",3,4,"7,097"
Indiana,Hancock County,"72,776",779,808,"33,205","34,508",677,674,25,29,267,290,8,7,"1,499"
Indiana,Harrison County,"39,450",326,334,"18,932","18,803",40,40,111,105,66,67,0,0,626
Indiana,Hendricks County,"158,170","2,823","2,901","67,740","67,900","4,685","4,711",128,128,"1,943","1,989",0,0,"3,222"
Indiana,Henry County,"48,649",433,365,"23,567","22,070",652,454,67,35,114,106,4,4,778
Indiana,Howard County,"82,457","1,254","1,319","34,216","36,505","2,784","2,988",149,147,473,551,9,10,"2,052"
Indiana,Huntington County,"36,520",378,405,"17,058","17,687",138,146,46,48,132,150,0,0,332
Indiana,Jackson County,"43,779","1,408","1,402","19,505","19,581",241,229,64,66,396,401,0,0,486
Indiana,Jasper County,"33,448",975,"1,004","15,197","15,473",115,108,0,0,53,57,0,0,466
Indiana,Jay County,"21,107",299,328,"9,858","10,201",32,35,13,14,54,55,0,0,218
Indiana,Jefferson County,"32,293",354,488,"14,404","15,616",305,352,26,30,116,142,0,0,460
Indiana,Jennings County,"27,840",323,313,"13,328","13,211",190,187,30,31,61,59,0,0,107
Indiana,Johnson County,"149,359","2,584","2,585","66,118","68,713","1,687","1,704",110,145,"2,083","2,110",0,0,"1,520"
Indiana,Knox County,"37,763",341,335,"17,879","17,203",613,557,11,11,162,147,12,12,480
Indiana,Kosciusko County,"78,720","3,106","3,080","34,698","35,028",264,268,92,92,393,402,5,5,"1,287"
Indiana,LaGrange County,"38,720",759,741,"18,554","17,981",11,10,9,9,42,42,3,3,556
Indiana,LaPorte County,"110,839","3,576","3,320","45,137","43,372","6,776","5,284",143,141,301,313,4,4,"2,468"
Indiana,Lake County,"488,694","43,604","46,160","130,899","135,251","54,066","62,701",410,452,"3,168","3,332",57,76,"8,518"
Indiana,Lawrence County,"45,669",343,378,"21,711","22,081",66,72,89,90,91,96,10,10,632
Indiana,Madison County,"129,641","2,485","2,444","54,825","55,773","5,243","4,482",98,95,305,317,35,30,"3,509"
Indiana,Marion County,"939,964","45,433","48,942","259,127","273,593","120,313","135,376",822,890,"13,075","13,711",97,107,"28,478"
Indiana,Marshall County,"46,752","2,250","2,260","20,436","20,670",133,138,22,22,103,110,0,0,608
Indiana,Martin County,"10,219",19,16,"4,994","4,931",27,25,35,37,9,8,14,11,93
Indiana,Miami County,"36,035",570,483,"16,888","15,278","1,014",756,142,141,106,91,13,13,540
Indiana,Monroe County,"144,436","2,383","2,395","60,540","60,954","2,153","2,204",128,130,"4,591","4,479",20,22,"4,437"
Indiana,Montgomery County,"38,288",921,878,"17,905","17,398",152,142,35,32,146,142,3,3,531
Indiana,Morgan County,"69,533",497,519,"33,037","33,918",118,121,20,19,226,224,0,0,834
Indiana,Newton County,"14,056",420,434,"6,453","6,409",8,8,8,9,41,40,0,0,226
Indiana,Noble County,"47,421","2,449","2,366","20,816","20,713",86,90,7,7,146,152,0,0,589
Indiana,Ohio County,"5,911",28,28,"2,870","2,847",37,37,2,2,10,10,0,0,40
Indiana,Orange County,"19,623",136,140,"9,264","9,478",119,134,12,13,44,52,0,0,231
Indiana,Owen County,"20,957",119,125,"10,261","9,945",45,48,27,27,42,47,0,0,271
Indiana,Parke County,"17,062",111,138,"7,794","8,386",62,101,14,15,0,0,44,47,350
Indiana,Perry County,"19,229",127,117,"9,736","8,397",296,210,23,22,29,26,0,0,246
Indiana,Pike County,"12,471",34,31,"6,049","6,015",55,57,0,0,64,60,0,0,106
Indiana,Porter County,"167,391","7,889","8,156","69,576","70,955","2,587","2,857",148,151,"1,126","1,171",66,70,"2,639"
Indiana,Posey County,"25,599",138,140,"12,295","12,313",185,201,4,3,51,55,0,0,214
Indiana,Pulaski County,"12,761",182,180,"6,114","5,962",22,20,8,7,37,41,0,0,188
Indiana,Putnam County,"37,543",534,410,"17,924","16,553",778,364,39,31,178,196,4,5,527
Indiana,Randolph County,"25,203",390,425,"11,529","12,119",82,78,5,5,25,31,0,0,514
Indiana,Ripley County,"28,372",248,251,"13,449","13,678",65,68,62,66,136,136,0,0,213
Indiana,Rush County,"16,765",120,131,"7,915","8,194",101,126,0,0,7,6,0,0,165
Indiana,Scott County,"23,722",244,250,"11,138","11,591",31,34,21,22,45,48,0,0,298
Indiana,Shelby County,"44,339",842,933,"20,358","20,704",205,214,16,19,137,153,0,0,758
Indiana,Spencer County,"20,610",302,286,"9,913","9,677",64,64,22,20,22,20,7,7,206
Indiana,St. Joseph County,"268,613","10,995","11,379","95,931","101,621","16,559","17,715",380,379,"2,753","2,898",117,117,"7,769"
Indiana,Starke County,"22,966",391,410,"10,676","11,018",31,36,9,9,54,61,0,0,271
Indiana,Steuben County,"34,459",612,578,"16,385","16,007",39,37,12,12,80,80,5,5,607
Indiana,Sullivan County,"20,900",206,156,"10,191","9,064",559,220,17,16,79,85,0,0,307
Indiana,Switzerland County,"10,617",77,68,"5,255","4,902",45,38,0,0,23,25,0,0,184
Indiana,Tippecanoe County,"186,081","7,587","7,512","72,909","70,366","4,329","4,302",126,118,"7,973","6,829",34,24,"3,972"
Indiana,Tipton County,"15,290",203,192,"7,271","7,300",13,15,0,0,0,0,25,28,243
Indiana,Union County,"7,225",0,0,"3,501","3,422",3,4,0,0,15,16,0,0,264
Indiana,Vanderburgh County,"181,831","2,180","2,387","74,179","78,742","7,731","8,770",164,182,"1,087","1,118",110,128,"5,053"
Indiana,Vermillion County,"15,644",81,93,"7,472","7,669",32,36,20,20,14,14,0,0,193
Indiana,Vigo County,"107,723","1,432","1,318","46,751","45,699","3,448","3,155",120,83,"1,042",959,22,20,"3,674"
Indiana,Wabash County,"31,848",386,416,"14,715","15,382",137,139,106,103,31,30,0,0,403
Indiana,Warren County,"8,269",63,64,"3,978","3,998",18,17,11,10,0,0,0,0,110
Indiana,Warrick County,"61,581",537,543,"28,290","28,849",466,479,48,48,744,763,5,5,804
Indiana,Washington County,"27,807",180,179,"13,354","13,590",12,13,43,45,24,23,0,0,344
Indiana,Wayne County,"66,972",878,999,"28,740","30,524","1,580","1,774",45,49,310,345,0,0,"1,728"
Indiana,Wells County,"27,832",373,389,"12,997","13,421",96,102,23,24,69,68,0,0,270
Indiana,White County,"24,279",934,980,"10,971","10,828",51,50,31,27,21,20,0,0,366
Indiana,Whitley County,"33,481",311,320,"16,006","16,043",68,71,34,33,62,57,0,0,476
Iowa,Adair County,"7,192",59,62,"3,431","3,517",10,11,0,0,12,13,0,0,77
Iowa,Adams County,"3,785",21,21,"1,809","1,853",7,7,2,2,10,10,0,0,43
Iowa,Allamakee County,"13,940",423,425,"6,483","6,228",64,62,7,7,16,15,1,1,208
Iowa,Appanoose County,"12,547",105,115,"5,946","6,059",34,37,9,8,30,37,0,0,167
Iowa,Audubon County,"5,711",12,10,"2,733","2,809",10,11,1,0,10,14,0,0,101
Iowa,Benton County,"25,646",176,179,"12,351","12,428",87,79,14,14,40,41,0,0,237
Iowa,Black Hawk County,"132,960","2,743","2,810","53,612","55,599","5,695","6,023",142,144,"1,337","1,370",134,157,"3,194"
Iowa,Boone County,"26,381",324,333,"12,565","12,371",52,52,15,14,51,47,80,90,387
Iowa,Bremer County,"24,741",176,170,"11,614","11,960",113,117,22,25,133,131,2,2,276
Iowa,Buchanan County,"21,101",150,153,"10,120","10,213",34,34,25,25,52,61,0,0,234
Iowa,Buena Vista County,"20,369","2,615","2,480","6,202","6,301",264,266,1,1,955,850,127,128,179
Iowa,Butler County,"14,822",93,93,"7,164","7,181",17,16,22,23,29,30,4,4,146
Iowa,Calhoun County,"9,814",97,79,"4,795","4,502",97,74,17,12,14,14,0,0,113
Iowa,Carroll County,"20,428",234,241,"9,583","9,879",143,158,6,6,14,16,0,0,148
Iowa,Cass County,"13,327",153,162,"6,303","6,452",16,17,5,6,34,33,9,10,127
Iowa,Cedar County,"18,368",170,170,"8,762","8,831",66,66,20,20,22,22,0,0,219
Iowa,Cerro Gordo County,"43,134",965,"1,012","19,188","20,160",336,382,61,65,231,246,0,0,488
Iowa,Cherokee County,"11,577",192,192,"5,457","5,420",52,57,20,21,25,28,0,0,113
Iowa,Chickasaw County,"12,140",133,129,"5,824","5,862",24,24,15,14,20,19,0,0,76
Iowa,Clarke County,"9,267",573,608,"3,907","3,935",5,5,0,0,45,47,0,0,142
Iowa,Clay County,"16,387",260,282,"7,615","7,780",17,19,1,1,37,40,2,1,332
Iowa,Clayton County,"17,711",161,162,"8,574","8,451",89,90,8,8,37,35,0,0,96
Iowa,Clinton County,"47,587",726,721,"21,298","22,205",588,626,86,98,152,167,0,0,920
Iowa,Crawford County,"17,131","2,483","2,203","5,928","5,632",107,96,52,46,167,148,6,6,257
Iowa,Dallas County,"80,864","2,482","2,435","34,413","35,275",518,546,24,21,"1,641","1,756",21,25,"1,707"
Iowa,Davis County,"8,834",55,58,"4,228","4,341",5,6,0,0,14,15,0,0,112
Iowa,Decatur County,"8,105",106,109,"3,799","3,748",64,68,12,13,24,24,7,7,124
Iowa,Delaware County,"17,326",120,119,"8,399","8,404",23,22,3,3,26,26,0,0,181
Iowa,Des Moines County,"39,876",571,588,"17,235","17,854","1,131","1,249",29,34,115,131,0,0,939
Iowa,Dickinson County,"17,000",160,157,"8,218","8,125",45,43,22,23,35,34,0,0,138
Iowa,Dubuque County,"96,571","1,110","1,095","43,584","44,666","1,393","1,330",13,12,593,603,174,176,"1,822"
Iowa,Emmet County,"9,661",452,443,"4,202","4,290",81,77,20,23,10,9,0,0,54
Iowa,Fayette County,"20,139",224,223,"9,556","9,390",125,117,3,4,91,85,0,0,321
Iowa,Floyd County,"15,904",198,199,"7,264","7,493",149,146,25,30,114,116,4,5,161
Iowa,Franklin County,"10,326",609,635,"4,518","4,345",67,70,0,0,4,4,0,0,74
Iowa,Fremont County,"6,985",86,88,"3,289","3,365",15,15,17,17,0,0,0,0,93
Iowa,Greene County,"9,046",116,122,"4,191","4,403",5,5,3,3,54,62,1,1,80
Iowa,Grundy County,"12,354",74,73,"5,937","6,057",39,39,0,1,15,16,0,0,103
Iowa,Guthrie County,"10,664",124,125,"5,084","5,106",18,17,16,17,12,13,0,0,132
Iowa,Hamilton County,"15,201",440,460,"6,660","6,954",81,85,1,1,218,234,0,0,67
Iowa,Hancock County,"10,971",213,213,"5,174","5,110",35,31,16,17,7,7,0,0,148
Iowa,Hardin County,"17,239",358,356,"7,957","7,946",123,116,26,25,53,47,0,0,232
Iowa,Harrison County,"14,196",110,113,"6,765","6,930",14,13,19,18,16,15,7,7,169
Iowa,Henry County,"19,865",478,445,"8,922","8,674",223,192,36,33,250,251,3,3,355
Iowa,Howard County,"9,321",67,71,"4,526","4,483",28,31,0,0,11,9,0,0,95
Iowa,Humboldt County,"9,586",176,203,"4,395","4,617",9,9,13,13,14,16,0,0,121
Iowa,Ida County,"6,965",69,72,"3,336","3,346",0,0,25,25,16,15,0,0,61
Iowa,Iowa County,"16,231",199,197,"7,656","7,867",63,62,2,2,16,14,3,3,147
Iowa,Jackson County,"19,409",131,133,"9,226","9,341",50,52,1,1,40,43,60,66,265
Iowa,Jasper County,"36,789",379,349,"17,658","16,979",318,257,27,26,75,68,24,27,602
Iowa,Jefferson County,"17,945",282,237,"7,690","6,771",533,507,0,0,485,439,0,0,"1,001"
Iowa,Johnson County,"144,425","3,893","3,964","56,871","58,125","4,450","4,561",115,121,"4,469","4,494",82,76,"3,204"
Iowa,Jones County,"20,468",198,162,"9,900","9,421",287,220,48,32,6,7,0,0,187
Iowa,Keokuk County,"10,223",76,74,"5,030","4,862",6,6,5,5,21,21,2,2,113
Iowa,Kossuth County,"15,166",168,164,"7,247","7,226",62,59,7,6,38,42,0,0,147
Iowa,Lee County,"34,785",627,589,"15,938","15,697",446,415,23,21,101,104,0,0,824
Iowa,Linn County,"220,008","3,317","3,434","94,412","96,990","5,194","5,329",151,155,"2,445","2,491",59,62,"5,969"
Iowa,Louisa County,"11,238",919,854,"4,493","4,336",56,55,14,14,229,207,0,0,61
Iowa,Lucas County,"8,600",4,4,"4,305","4,219",4,4,1,0,0,0,0,0,59
Iowa,Lyon County,"11,745",153,137,"5,769","5,514",4,3,12,10,13,12,6,5,107
Iowa,Madison County,"15,720",142,143,"7,554","7,529",15,15,1,1,81,86,0,0,153
Iowa,Mahaska County,"22,301",228,217,"10,584","10,326",166,161,19,19,149,144,6,6,276
Iowa,Marion County,"33,127",296,313,"15,492","15,898",85,89,45,46,183,195,0,0,485
Iowa,Marshall County,"40,476","4,217","4,169","14,812","14,512",189,198,30,31,652,649,10,9,998
Iowa,Mills County,"14,933",211,206,"7,080","7,038",57,58,36,36,14,14,0,0,183
Iowa,Mitchell County,"10,663",72,70,"5,115","5,202",6,6,13,13,31,31,0,0,104
Iowa,Monona County,"8,865",33,34,"4,169","4,263",4,5,117,111,7,7,0,0,115
Iowa,Monroe County,"7,912",113,105,"3,765","3,629",2,1,0,0,36,33,0,0,228
Iowa,Montgomery County,"10,239",176,188,"4,640","4,997",0,0,19,20,0,0,0,0,199
Iowa,Muscatine County,"42,923","3,671","3,841","16,593","16,775",392,434,34,34,219,231,13,15,671
Iowa,O'Brien County,"13,944",308,314,"6,505","6,481",48,48,10,11,58,59,1,1,100
Iowa,Osceola County,"6,149",226,226,"2,801","2,754",39,37,1,1,1,1,1,1,60
Iowa,Page County,"15,393",250,242,"7,310","6,778",182,125,65,68,80,89,0,0,204
Iowa,Palo Alto County,"9,110",106,104,"4,280","4,313",84,84,5,5,22,23,0,0,84
Iowa,Plymouth County,"25,027",546,585,"11,381","11,837",50,52,36,39,70,71,11,11,338
Iowa,Pocahontas County,"6,972",119,120,"3,219","3,301",56,61,0,0,19,21,0,0,56
Iowa,Polk County,"467,235","18,691","19,140","180,343","186,507","14,372","14,828",410,417,"9,953","10,174",176,184,"12,040"
Iowa,Pottawattamie County,"93,287","3,433","3,525","40,506","41,839",631,648,136,134,265,286,0,0,"1,884"
Iowa,Poweshiek County,"18,428",259,305,"8,154","8,793",155,197,0,0,160,210,3,3,189
Iowa,Ringgold County,"4,986",50,57,"2,328","2,459",2,3,8,8,20,23,0,0,28
Iowa,Sac County,"9,936",131,139,"4,628","4,856",35,37,0,0,0,0,0,0,110
Iowa,Scott County,"171,493","5,466","5,513","67,679","70,609","6,739","6,723",197,214,"2,100","2,211",2,1,"4,039"
Iowa,Shelby County,"11,772",157,168,"5,499","5,683",26,26,5,4,17,20,0,0,167
Iowa,Sioux County,"34,692","1,776","1,752","15,223","15,124",63,63,28,28,123,127,4,4,377
Iowa,Story County,"95,888","1,655","1,457","41,982","39,050",953,810,131,146,"3,832","3,165",17,11,"2,679"
Iowa,Tama County,"17,236",733,757,"7,018","7,150",51,51,583,603,25,27,1,1,236
Iowa,Taylor County,"6,214",237,228,"2,858","2,777",10,10,1,1,21,21,0,0,50
Iowa,Union County,"12,497",162,180,"5,731","6,071",69,77,14,16,39,41,3,4,90
Iowa,Van Buren County,"7,308",49,48,"3,610","3,467",11,11,4,4,3,3,0,0,98
Iowa,Wapello County,"35,321","1,817","1,880","14,614","14,971",509,522,19,19,158,166,40,42,564
Iowa,Warren County,"48,630",611,640,"22,424","23,618",53,53,32,32,118,118,74,85,772
Iowa,Washington County,"22,095",639,651,"10,133","10,075",92,94,27,28,56,57,3,4,236
Iowa,Wayne County,"6,405",16,17,"3,025","3,150",20,23,9,9,1,1,0,0,134
Iowa,Webster County,"36,945",878,779,"16,643","15,893",915,776,60,52,239,239,2,2,467
Iowa,Winnebago County,"10,545",212,224,"4,750","4,978",55,61,11,12,58,67,0,0,117
Iowa,Winneshiek County,"20,575",225,220,"9,817","9,774",97,111,15,14,108,109,0,0,85
Iowa,Woodbury County,"102,397","7,926","8,182","37,680","38,738","1,489","1,454",688,731,"1,404","1,459",90,85,"2,471"
Iowa,Worth County,"7,502",104,104,"3,533","3,567",38,38,1,1,9,9,0,0,98
Iowa,Wright County,"12,864",707,713,"5,576","5,571",29,27,1,1,26,28,0,0,185
Kansas,Allen County,"12,752",212,210,"5,726","5,833",90,93,3,4,35,37,8,9,492
Kansas,Anderson County,"7,840",29,30,"3,664","3,798",7,7,135,141,0,0,0,0,29
Kansas,Atchison County,"16,466",225,250,"7,059","7,499",235,268,29,32,25,29,2,3,810
Kansas,Barber County,"4,905",79,75,"2,332","2,198",16,15,39,35,16,15,0,0,85
Kansas,Barton County,"27,067","1,988","1,917","10,987","11,206",133,143,39,43,16,18,29,33,515
Kansas,Bourbon County,"14,757",185,179,"6,613","6,737",235,240,53,51,57,66,0,0,341
Kansas,Brown County,"9,736",193,213,"3,890","4,224",44,47,370,374,27,26,4,4,320
Kansas,Butler County,"66,260","1,514","1,500","29,880","29,404",770,601,261,255,372,372,7,7,"1,317"
Kansas,Chase County,"2,665",59,58,"1,232","1,209",20,19,0,0,0,0,0,0,68
Kansas,Chautauqua County,"3,425",60,55,"1,541","1,427",7,6,94,87,0,0,0,0,148
Kansas,Cherokee County,"20,501",237,252,"8,934","9,222",39,40,301,313,15,15,47,48,"1,038"
Kansas,Cheyenne County,"2,677",86,87,"1,195","1,221",0,0,0,0,11,12,0,0,65
Kansas,Clark County,"2,089",114,108,891,844,10,10,15,14,9,9,0,0,65
Kansas,Clay County,"8,203",99,99,"3,825","3,923",26,27,23,23,23,25,0,0,110
Kansas,Cloud County,"9,191",140,149,"4,251","4,321",29,33,15,15,12,15,0,0,211
Kansas,Coffey County,"8,328",104,100,"3,929","3,865",32,31,22,22,18,18,0,0,187
Kansas,Comanche County,"1,741",70,75,763,817,0,0,0,0,0,0,0,0,16
Kansas,Cowley County,"35,732","1,877","1,887","14,412","14,232",472,457,304,310,293,276,3,3,"1,206"
Kansas,Crawford County,"39,099","1,019","1,042","17,076","17,072",491,456,99,95,366,322,0,0,"1,061"
Kansas,Decatur County,"2,891",36,38,"1,367","1,369",2,2,13,12,7,7,0,0,38
Kansas,Dickinson County,"19,162",424,431,"8,727","8,732",82,84,79,80,37,38,0,0,448
Kansas,Doniphan County,"7,790",106,105,"3,561","3,468",150,138,44,41,8,8,0,0,161
Kansas,Douglas County,"117,806","3,512","3,574","46,186","47,031","2,277","2,361","1,283","1,324","2,816","2,881",7,6,"4,548"
Kansas,Edwards County,"2,946",304,285,"1,173","1,101",20,18,0,0,4,4,0,0,37
Kansas,Elk County,"2,581",52,53,"1,156","1,192",2,2,24,24,6,6,0,0,64
Kansas,Ellis County,"28,877",809,801,"13,038","12,998",131,133,24,25,206,195,13,12,492
Kansas,Ellsworth County,"6,331",217,164,"3,070","2,380",144,98,64,48,21,14,0,0,111
Kansas,Finney County,"37,097","9,316","8,835","7,973","7,808",395,365,68,71,743,700,0,0,823
Kansas,Ford County,"34,658","9,748","8,915","7,212","6,918",415,367,63,63,257,231,4,4,461
Kansas,Franklin County,"25,599",504,528,"11,375","11,908",184,198,42,43,35,38,0,0,744
Kansas,Geary County,"35,796","2,974","2,624","10,927","9,548","3,174","2,844",127,128,585,519,148,133,"2,065"
Kansas,Gove County,"2,632",34,34,"1,257","1,232",1,1,11,11,11,10,0,0,30
Kansas,Graham County,"2,561",39,40,"1,127","1,146",50,51,1,1,9,9,0,0,88
Kansas,Grant County,"7,716","1,882","1,728","2,124","1,868",0,0,12,9,0,0,0,0,93
Kansas,Gray County,"6,004",455,442,"2,525","2,535",0,0,0,0,1,1,7,7,31
Kansas,Greeley County,"1,210",129,138,436,468,4,5,4,4,1,1,0,0,20
Kansas,Greenwood County,"6,227",115,115,"2,882","2,866",7,7,6,6,0,0,0,0,223
Kansas,Hamilton County,"2,621",465,417,881,791,9,8,2,2,0,0,0,0,46
Kansas,Harper County,"5,746",184,177,"2,644","2,545",3,3,67,64,4,4,0,0,51
Kansas,Harvey County,"34,683","1,999","2,055","14,167","14,701",300,336,40,44,97,106,23,28,787
Kansas,Haskell County,"4,081",592,607,"1,402","1,437",0,0,2,2,12,12,0,0,15
Kansas,Hodgeman County,"1,875",71,72,821,826,0,0,0,0,28,28,0,0,29
Kansas,Jackson County,"13,322",293,292,"5,580","5,643",42,42,459,442,12,13,17,16,471
Kansas,Jefferson County,"18,856",237,230,"8,965","8,727",49,47,55,54,0,0,0,0,492
Kansas,Jewell County,"2,963",35,36,"1,422","1,407",5,6,4,3,0,0,0,1,44
Kansas,Johnson County,"578,797","21,229","21,694","227,943","238,026","12,740","13,189",582,599,"13,393","13,872",87,86,"15,357"
Kansas,Kearny County,"3,931",594,624,"1,263","1,326",9,10,0,0,7,8,0,0,90
Kansas,Kingman County,"7,576",122,119,"3,595","3,505",10,11,12,12,0,0,0,0,190
Kansas,Kiowa County,"2,524",78,82,"1,097","1,154",12,12,7,7,14,15,0,0,46
Kansas,Labette County,"20,553",443,453,"8,666","8,887",374,407,97,94,26,28,0,0,"1,078"
Kansas,Lane County,"1,702",57,55,781,757,0,0,19,19,0,0,3,3,8
Kansas,Leavenworth County,"79,359","2,961","2,406","33,435","29,362","3,727","2,889",195,138,619,555,18,16,"3,038"
Kansas,Lincoln County,"3,121",46,46,"1,488","1,498",10,10,1,1,0,0,0,0,21
Kansas,Linn County,"9,602",121,123,"4,496","4,514",35,34,47,45,16,15,0,0,156
Kansas,Logan County,"2,790",78,78,"1,264","1,262",0,0,5,5,0,0,0,0,98
Kansas,Lyon County,"33,302","3,423","3,522","11,511","12,314",331,353,32,35,326,344,0,0,"1,111"
Kansas,Marion County,"12,087",195,203,"5,591","5,670",36,39,2,3,17,18,0,0,313
Kansas,Marshall County,"9,859",113,114,"4,686","4,672",13,14,16,13,15,16,12,13,162
